# GLoBES neutrino oscillation simulation
# --------------------------------------
#
# Run started on Thu Oct 17 21:09:58 2019
#
# Command line:   ./nu -f 4 -a PARAM_SCAN --no-ih -t M4_GAMMA=1,MA_OVER_M4=0.9, -p DM41,3.,6.,15,LOGSCALE -p Ue4,0.,0.3,30 -p Um4,0.,0.2,20 -e E776 -e ICARUS-2014 -e OPERA -e LSND_IVAN -e KARMEN_IVAN -e MB_JK -e DECAY_KINEMATICS -e FREE_STREAMING 
#
# NU_RANK and/or NU_SIZE not defined. Assuming no parallelization.
# Using NuSQuIDS probability engine. Majorana=0
# Initializing ICARUS code, Neutrino 2014 version ...
#   Signal      normalization: 15.522
#   BG \nu_e    normalization: 10.3358
#   BG \nu_\tau normalization: 2.22053
# Using 4 flavor model
# Simulating the following experiments:
#   E776
#   ICARUS-2014
#   OPERA
#   LSND_IVAN
#   KARMEN_IVAN
#   MB_JK
#   DECAY_KINEMATICS
#   FREE_STREAMING
# Including the following AEDL files:
#   E776.glb (version 3.0.0)
#   icarus-2014.glb (version 3.0.0)
#   opera.glb (version 3.0.0)
#
# AEDL variables:
#
# External analysis routines included:
#   LSND (Ivan's code)
#   KARMEN (Ivan's code)
#   MiniBooNE (Joachim's code)
#   Beta decay kinematics
#   Cosmology (free-streaming constraint)
#
# True oscillation parameters (only nonzero params shown):
#   TH12 = 0.58678
#   TH13 = 0.149051
#   TH23 = 0.823795
#   DELTA_0 = 4.71239
#   DM21 = 7.4e-05
#   DM31 = 0.002494
#   MA_OVER_M4 = 0.9
#   M4_GAMMA = 1
# External priors:
#
# Miscellaneous options:
#   Constraint \eps^s = \eps^{d\dag}: NO
#   New reactor fluxes (1101.2663):   YES
#
# Parameter scan:
#         DM41,          3,          6,    15  0x1
#          Ue4,          0,        0.3,    30  0x0
#          Um4,          0,        0.2,    20  0x0
# Marginalizing over:
#   
# Prescan for degeneracy finding:
# Degfinder flags: 0x2
#
# Initializing ICARUS code, Neutrino 2014 version ...
#   Signal      normalization: 15.522
#   BG \nu_e    normalization: 10.3358
#   BG \nu_\tau normalization: 2.22053
# Initializing Ivan's LSND code ...
# Initializing Ivan's KARMEN code ...
# Initializing external constraints code (beta decay/cosmo) ...
# Initializing Joachim's MiniBooNE code ...
# Flags in Joachim's MiniBooNE code: OSC_BG OSC_NORM OSC_NUMU 
# General parameter scan
#
#                  DM41             Ue4             Um4       chi2_NH          chi2_IH
                    4.6            0.14            0.19     8027.834277           1e+50
                    4.6            0.14             0.2     4291.908964           1e+50
                    4.6            0.15               0     145339167.6           1e+50
                    4.6            0.15            0.01     112153115.1           1e+50
                    4.6            0.15            0.02     84359713.04           1e+50
                    4.6            0.15            0.03     61861993.29           1e+50
                    4.6            0.15            0.04     44248443.65           1e+50
                    4.6            0.15            0.05     30895078.27           1e+50
                    4.6            0.15            0.06     21076414.14           1e+50
                    4.6            0.15            0.07     14061803.05           1e+50
                    4.6            0.15            0.08     9183832.907           1e+50
                    4.6            0.15            0.09     5876183.471           1e+50
                    4.6            0.15             0.1     3685775.494           1e+50
                    4.6            0.15            0.11     2267295.886           1e+50
                    4.6            0.15            0.12     1368115.774           1e+50
                    4.6            0.15            0.13     809795.6844           1e+50
                    4.6            0.15            0.14     470114.4641           1e+50
                    4.6            0.15            0.15      267623.846           1e+50
                    4.6            0.15            0.16     149390.4885           1e+50
                    4.6            0.15            0.17      81811.7157           1e+50
                    4.6            0.15            0.18     44033.23924           1e+50
                    4.6            0.15            0.19     23398.97634           1e+50
                    4.6            0.15             0.2     12400.55381           1e+50
                    4.6            0.16               0       189346054           1e+50
                    4.6            0.16            0.01     148549106.7           1e+50
                    4.6            0.16            0.02     113942966.4           1e+50
                    4.6            0.16            0.03     85457139.13           1e+50
                    4.6            0.16            0.04     62691822.97           1e+50
                    4.6            0.16            0.05      45011681.7           1e+50
                    4.6            0.16            0.06     31651996.57           1e+50
                    4.6            0.16            0.07     21815976.46           1e+50
                    4.6            0.16            0.08     14749498.36           1e+50
                    4.6            0.16            0.09     9788334.105           1e+50
                    4.6            0.16             0.1      6379943.67           1e+50
                    4.6            0.16            0.11     4085849.116           1e+50
                    4.6            0.16            0.12     2571648.905           1e+50
                    4.6            0.16            0.13     1590874.774           1e+50
                    4.6            0.16            0.14      967203.455           1e+50
                    4.6            0.16            0.15     577787.8605           1e+50
                    4.6            0.16            0.16     339063.4829           1e+50
                    4.6            0.16            0.17     195430.8313           1e+50
                    4.6            0.16            0.18     110662.8347           1e+50
                    4.6            0.16            0.19     61628.66364           1e+50
                    4.6            0.16             0.2     33853.70775           1e+50
                    4.6            0.17               0     242950864.1           1e+50
                    4.6            0.17            0.01     193386595.7           1e+50
                    4.6            0.17            0.02       150877139           1e+50
                    4.6            0.17            0.03       115379471           1e+50
                    4.6            0.17            0.04     86507819.09           1e+50
                    4.6            0.17            0.05      63619912.8           1e+50
                    4.6            0.17            0.06     45918005.96           1e+50
                    4.6            0.17            0.07     32545728.66           1e+50
                    4.6            0.17            0.08     22667221.22           1e+50
                    4.6            0.17            0.09     15522093.76           1e+50
                    4.6            0.17             0.1     10456083.73           1e+50
                    4.6            0.17            0.11     6931461.643           1e+50
                    4.6            0.17            0.12     4523040.226           1e+50
                    4.6            0.17            0.13     2905608.609           1e+50
                    4.6            0.17            0.14     1837531.976           1e+50
                    4.6            0.17            0.15     1143823.356           1e+50
                    4.6            0.17            0.16     700653.2341           1e+50
                    4.6            0.17            0.17     422226.5004           1e+50
                    4.6            0.17            0.18      250261.592           1e+50
                    4.6            0.17            0.19     145905.1226           1e+50
                    4.6            0.17             0.2     83726.17138           1e+50
                    4.6            0.18               0     307573431.1           1e+50
                    4.6            0.18            0.01     247978346.8           1e+50
                    4.6            0.18            0.02     196371300.5           1e+50
                    4.6            0.18            0.03     152737647.7           1e+50
                    4.6            0.18            0.04     116707557.3           1e+50
                    4.6            0.18            0.05     87635491.73           1e+50
                    4.6            0.18            0.06     64696056.07           1e+50
                    4.6            0.18            0.07     46979396.94           1e+50
                    4.6            0.18            0.08      33573152.9           1e+50
                    4.6            0.18            0.09     23623604.56           1e+50
                    4.6            0.18             0.1     16374207.23           1e+50
                    4.6            0.18            0.11     11183814.68           1e+50
                    4.6            0.18            0.12     7529165.586           1e+50
                    4.6            0.18            0.13     4996816.036           1e+50
                    4.6            0.18            0.14     3269192.675           1e+50
                    4.6            0.18            0.15     2108381.371           1e+50
                    4.6            0.18            0.16     1340094.361           1e+50
                    4.6            0.18            0.17     839230.8626           1e+50
                    4.6            0.18            0.18     517673.3187           1e+50
                    4.6            0.18            0.19     314447.2622           1e+50
                    4.6            0.18             0.2     188074.3433           1e+50
                    4.6            0.19               0     384769680.6           1e+50
                    4.6            0.19            0.01     313766130.1           1e+50
                    4.6            0.19            0.02     251756767.3           1e+50
                    4.6            0.19            0.03     198756181.1           1e+50
                    4.6            0.19            0.04     154412084.5           1e+50
                    4.6            0.19            0.05     118078723.6           1e+50
                    4.6            0.19            0.06     88907673.63           1e+50
                    4.6            0.19            0.07     65941124.66           1e+50
                    4.6            0.19            0.08     48195405.91           1e+50
                    4.6            0.19            0.09     34726950.07           1e+50
                    4.6            0.19             0.1     24677640.83           1e+50
                    4.6            0.19            0.11     17300377.79           1e+50
                    4.6            0.19            0.12     11968182.61           1e+50
                    4.6            0.19            0.13      8171247.38           1e+50
                    4.6            0.19            0.14     5506310.328           1e+50
                    4.6            0.19            0.15     3662069.529           1e+50
                    4.6            0.19            0.16     2403398.134           1e+50
                    4.6            0.19            0.17     1556182.964           1e+50
                    4.6            0.19            0.18     993815.7758           1e+50
                    4.6            0.19            0.19     625782.8543           1e+50
                    4.6            0.19             0.2     388410.7588           1e+50
                    4.6             0.2               0     476242145.9           1e+50
                    4.6             0.2            0.01     392330498.2           1e+50
                    4.6             0.2            0.02     318496167.2           1e+50
                    4.6             0.2            0.03     254783803.8           1e+50
                    4.6             0.2            0.04       200860033           1e+50
                    4.6             0.2            0.05     156081429.3           1e+50
                    4.6             0.2            0.06       119580480           1e+50
                    4.6             0.2            0.07     90356344.08           1e+50
                    4.6             0.2            0.08     67358994.09           1e+50
                    4.6             0.2            0.09     49558811.78           1e+50
                    4.6             0.2             0.1     35997707.66           1e+50
                    4.6             0.2            0.11     25821397.32           1e+50
                    4.6             0.2            0.12     18295013.13           1e+50
                    4.6             0.2            0.13     12805614.89           1e+50
                    4.6             0.2            0.14     8855543.717           1e+50
                    4.6             0.2            0.15     6050246.758           1e+50
                    4.6             0.2            0.16     4083506.331           1e+50
                    4.6             0.2            0.17     2722197.924           1e+50
                    4.6             0.2            0.18     1791947.656           1e+50
                    4.6             0.2            0.19     1164445.698           1e+50
                    4.6             0.2             0.2     746723.4401           1e+50
                    4.6            0.21               0     583851628.2           1e+50
                    4.6            0.21            0.01     485401640.9           1e+50
                    4.6            0.21            0.02     398193516.2           1e+50
                    4.6            0.21            0.03       322302790           1e+50
                    4.6            0.21            0.04     257416189.5           1e+50
                    4.6            0.21            0.05     202894748.8           1e+50
                    4.6            0.21            0.06     157855215.2           1e+50
                    4.6            0.21            0.07     121258045.6           1e+50
                    4.6            0.21            0.08     91991449.87           1e+50
                    4.6            0.21            0.09     68943624.86           1e+50
                    4.6            0.21             0.1     51058675.04           1e+50
                    4.6            0.21            0.11        37374900           1e+50
                    4.6            0.21            0.12     27046618.64           1e+50
                    4.6            0.21            0.13     19352265.01           1e+50
                    4.6            0.21            0.14     13692169.44           1e+50
                    4.6            0.21            0.15     9579434.386           1e+50
                    4.6            0.21            0.16      6626871.35           1e+50
                    4.6            0.21            0.17     4532320.817           1e+50
                    4.6            0.21            0.18     3063997.884           1e+50
                    4.6            0.21            0.19     2046904.953           1e+50
                    4.6            0.21             0.2     1350870.413           1e+50
                    4.6            0.22               0     709630121.1           1e+50
                    4.6            0.22            0.01       594871427           1e+50
                    4.6            0.22            0.02     492605408.7           1e+50
                    4.6            0.22            0.03       402939322           1e+50
                    4.6            0.22            0.04     325581052.6           1e+50
                    4.6            0.22            0.05     259897887.8           1e+50
                    4.6            0.22            0.06     204993664.3           1e+50
                    4.6            0.22            0.07     159793900.4           1e+50
                    4.6            0.22            0.08     123129210.7           1e+50
                    4.6            0.22            0.09     93809367.48           1e+50
                    4.6            0.22             0.1     70683149.17           1e+50
                    4.6            0.22            0.11     52681925.52           1e+50
                    4.6            0.22            0.12     38847288.96           1e+50
                    4.6            0.22            0.13     28344684.95           1e+50
                    4.6            0.22            0.14     20465886.72           1e+50
                    4.6            0.22            0.15     14623409.97           1e+50
                    4.6            0.22            0.16     10339755.27           1e+50
                    4.6            0.22            0.17     7233893.413           1e+50
                    4.6            0.22            0.18     5006837.603           1e+50
                    4.6            0.22            0.19     3427581.152           1e+50
                    4.6            0.22             0.2     2320198.353           1e+50
                    4.6            0.23               0     855795131.8           1e+50
                    4.6            0.23            0.01     722806755.7           1e+50
                    4.6            0.23            0.02     603653436.5           1e+50
                    4.6            0.23            0.03     498475007.9           1e+50
                    4.6            0.23            0.04     407001472.6           1e+50
                    4.6            0.23            0.05     328607887.4           1e+50
                    4.6            0.23            0.06     262387560.5           1e+50
                    4.6            0.23            0.07     207234306.5           1e+50
                    4.6            0.23            0.08     161924856.6           1e+50
                    4.6            0.23            0.09     125194093.1           1e+50
                    4.6            0.23             0.1     95798061.28           1e+50
                    4.6            0.23            0.11     72562165.26           1e+50
                    4.6            0.23            0.12     54414138.45           1e+50
                    4.6            0.23            0.13     40403032.92           1e+50
                    4.6            0.23            0.14     29706501.39           1e+50
                    4.6            0.23            0.15     21629094.93           1e+50
                    4.6            0.23            0.16     15594298.45           1e+50
                    4.6            0.23            0.17     11132724.86           1e+50
                    4.6            0.23            0.18     7868434.635           1e+50
                    4.6            0.23            0.19     5504849.402           1e+50
                    4.6            0.23             0.2     3811263.487           1e+50
                    4.6            0.24               0      1024765550           1e+50
                    4.6            0.24            0.01     871464360.8           1e+50
                    4.6            0.24            0.02     733437965.5           1e+50
                    4.6            0.24            0.03       610859670           1e+50
                    4.6            0.24            0.04     503482481.5           1e+50
                    4.6            0.24            0.05     410690515.8           1e+50
                    4.6            0.24            0.06     331568547.2           1e+50
                    4.6            0.24            0.07     264981436.7           1e+50
                    4.6            0.24            0.08     209655281.4           1e+50
                    4.6            0.24            0.09     164253302.8           1e+50
                    4.6            0.24             0.1       127441368           1e+50
                    4.6            0.24            0.11      97940156.8           1e+50
                    4.6            0.24            0.12     74562979.91           1e+50
                    4.6            0.24            0.13     56239868.34           1e+50
                    4.6            0.24            0.14     42029654.05           1e+50
                    4.6            0.24            0.15     31122367.82           1e+50
                    4.6            0.24            0.16     22834446.78           1e+50
                    4.6            0.24            0.17        16599104           1e+50
                    4.6            0.24            0.18     11953880.44           1e+50
                    4.6            0.24            0.19     8526982.341           1e+50
                    4.6            0.24             0.2     6023580.052           1e+50
                    4.6            0.25               0      1219179238           1e+50
                    4.6            0.25            0.01      1043307223           1e+50
                    4.6            0.25            0.02     884253418.3           1e+50
                    4.6            0.25            0.03     742225539.5           1e+50
                    4.6            0.25            0.04     617000437.9           1e+50
                    4.6            0.25            0.05     507972391.3           1e+50
                    4.6            0.25            0.06     414219298.7           1e+50
                    4.6            0.25            0.07       334579377           1e+50
                    4.6            0.25            0.08     267730882.6           1e+50
                    4.6            0.25            0.09     212268250.7           1e+50
                    4.6            0.25             0.1     166769574.4           1e+50
                    4.6            0.25            0.11     129852163.8           1e+50
                    4.6            0.25            0.12     100214726.3           1e+50
                    4.6            0.25            0.13     76666242.21           1e+50
                    4.6            0.25            0.14     58142748.21           1e+50
                    4.6            0.25            0.15     43713944.04           1e+50
                    4.6            0.25            0.16     32581848.54           1e+50
                    4.6            0.25            0.17     24073729.93           1e+50
                    4.6            0.25            0.18     17631324.21           1e+50
                    4.6            0.25            0.19     12798024.53           1e+50
                    4.6            0.25             0.2      9205352.13           1e+50
                    4.6            0.26               0      1441912527           1e+50
                    4.6            0.26            0.01      1241022771           1e+50
                    4.6            0.26            0.02      1058605228           1e+50
                    4.6            0.26            0.03     894903011.8           1e+50
                    4.6            0.26            0.04     749717627.7           1e+50
                    4.6            0.26            0.05       622454465           1e+50
                    4.6            0.26            0.06     512185915.5           1e+50
                    4.6            0.26            0.07     417725460.2           1e+50
                    4.6            0.26            0.08       337705868           1e+50
                    4.6            0.26            0.09     270655279.4           1e+50
                    4.6            0.26             0.1       215066184           1e+50
                    4.6            0.26            0.11     169453860.3           1e+50
                    4.6            0.26            0.12     132402451.4           1e+50
                    4.6            0.26            0.13     102598291.4           1e+50
                    4.6            0.26            0.14     78851229.04           1e+50
                    4.6            0.26            0.15     60105465.79           1e+50
                    4.6            0.26            0.16     45441846.04           1e+50
                    4.6            0.26            0.17     34073653.92           1e+50
                    4.6            0.26            0.18     25337873.06           1e+50
                    4.6            0.26            0.19     18683624.22           1e+50
                    4.6            0.26             0.2     13659183.87           1e+50
                    4.6            0.27               0      1696101849           1e+50
                    4.6            0.27            0.01      1467543079           1e+50
                    4.6            0.27            0.02      1259228652           1e+50
                    4.6            0.27            0.03      1071438135           1e+50
                    4.6            0.27            0.04     903998478.6           1e+50
                    4.6            0.27            0.05     756327008.7           1e+50
                    4.6            0.27            0.06     627491723.2           1e+50
                    4.6            0.27            0.07     516282910.7           1e+50
                    4.6            0.27            0.08       421289786           1e+50
                    4.6            0.27            0.09     340976287.8           1e+50
                    4.6            0.27             0.1     273751180.8           1e+50
                    4.6            0.27            0.11     218028928.8           1e+50
                    4.6            0.27            0.12     172279234.7           1e+50
                    4.6            0.27            0.13     135064473.6           1e+50
                    4.6            0.27            0.14     105065352.7           1e+50
                    4.6            0.27            0.15      81095938.3           1e+50
                    4.6            0.27            0.16     62109686.99           1e+50
                    4.6            0.27            0.17     47198340.47           1e+50
                    4.6            0.27            0.18     35585541.48           1e+50
                    4.6            0.27            0.19     26616874.64           1e+50
                    4.6            0.27             0.2     19747789.77           1e+50
                    4.6            0.28               0      1985167745           1e+50
                    4.6            0.28            0.01      1726067278           1e+50
                    4.6            0.28            0.02      1489109660           1e+50
                    4.6            0.28            0.03      1274612029           1e+50
                    4.6            0.28            0.04      1082427574           1e+50
                    4.6            0.28            0.05     911986275.2           1e+50
                    4.6            0.28            0.06     762352627.1           1e+50
                    4.6            0.28            0.07     632294938.3           1e+50
                    4.6            0.28            0.08     520360402.6           1e+50
                    4.6            0.28            0.09     424950446.9           1e+50
                    4.6            0.28             0.1     344391654.6           1e+50
                    4.6            0.28            0.11     276998690.4           1e+50
                    4.6            0.28            0.12     221126910.4           1e+50
                    4.6            0.28            0.13     175213566.8           1e+50
                    4.6            0.28            0.14       137807577           1e+50
                    4.6            0.28            0.15     107588645.7           1e+50
                    4.6            0.28            0.16     83377082.89           1e+50
                    4.6            0.28            0.17     64135961.18           1e+50
                    4.6            0.28            0.18     48967343.44           1e+50
                    4.6            0.28            0.19     37104236.72           1e+50
                    4.6            0.28             0.2      27899750.4           1e+50
                    4.6            0.29               0      2312841529           1e+50
                    4.6            0.29            0.01      2020086459           1e+50
                    4.6            0.29            0.02      1751508138           1e+50
                    4.6            0.29            0.03      1507462464           1e+50
                    4.6            0.29            0.04      1287829669           1e+50
                    4.6            0.29            0.05      1092053016           1e+50
                    4.6            0.29            0.06     919194192.7           1e+50
                    4.6            0.29            0.07     768000434.4           1e+50
                    4.6            0.29            0.08     636978067.2           1e+50
                    4.6            0.29            0.09     524467292.7           1e+50
                    4.6            0.29             0.1     428713693.1           1e+50
                    4.6            0.29            0.11     347932883.1           1e+50
                    4.6            0.29            0.12     280365839.3           1e+50
                    4.6            0.29            0.13     224323559.1           1e+50
                    4.6            0.29            0.14     178220700.9           1e+50
                    4.6            0.29            0.15     140598674.2           1e+50
                    4.6            0.29            0.16     110139239.9           1e+50
                    4.6            0.29            0.17     85670038.36           1e+50
                    4.6            0.29            0.18     66163629.66           1e+50
                    4.6            0.29            0.19     50731624.99           1e+50
                    4.6            0.29             0.2     38615376.46           1e+50
                    4.6             0.3               0      2683194939           1e+50
                    4.6             0.3            0.01      2353411358           1e+50
                    4.6             0.3            0.02      2049983679           1e+50
                    4.6             0.3            0.03      1773307845           1e+50
                    4.6             0.3            0.04      1523291940           1e+50
                    4.6             0.3            0.05      1299393078           1e+50
                    4.6             0.3            0.06      1100670651           1e+50
                    4.6             0.3            0.07     925851451.3           1e+50
                    4.6             0.3            0.08     773401728.2           1e+50
                    4.6             0.3            0.09     641601344.1           1e+50
                    4.6             0.3             0.1     528615674.7           1e+50
                    4.6             0.3            0.11     432561716.5           1e+50
                    4.6             0.3            0.12     351565829.3           1e+50
                    4.6             0.3            0.13     283811552.4           1e+50
                    4.6             0.3            0.14     227576879.2           1e+50
                    4.6             0.3            0.15     181261168.8           1e+50
                    4.6             0.3            0.16     143402484.7           1e+50
                    4.6             0.3            0.17     112686555.2           1e+50
                    4.6             0.3            0.18     87948778.24           1e+50
                    4.6             0.3            0.19      68170750.6           1e+50
                    4.6             0.3             0.2     52472752.87           1e+50
                    4.8               0               0           1e+17           1e+50
                    4.8               0            0.01           1e+17           1e+50
                    4.8               0            0.02           1e+17           1e+50
                    4.8               0            0.03           1e+17           1e+50
                    4.8               0            0.04           1e+17           1e+50
                    4.8               0            0.05           1e+17           1e+50
                    4.8               0            0.06           1e+17           1e+50
                    4.8               0            0.07           1e+17           1e+50
                    4.8               0            0.08           1e+17           1e+50
                    4.8               0            0.09           1e+17           1e+50
                    4.8               0             0.1           1e+17           1e+50
                    4.8               0            0.11           1e+17           1e+50
                    4.8               0            0.12           1e+17           1e+50
                    4.8               0            0.13           1e+17           1e+50
                    4.8               0            0.14           1e+17           1e+50
                    4.8               0            0.15           1e+17           1e+50
                    4.8               0            0.16           1e+17           1e+50
                    4.8               0            0.17           1e+17           1e+50
                    4.8               0            0.18           1e+17           1e+50
                    4.8               0            0.19           1e+17           1e+50
                    4.8               0             0.2           1e+17           1e+50
                    4.8            0.01               0     886.2798947           1e+50
                    4.8            0.01            0.01     452.0726588           1e+50
                    4.8            0.01            0.02     450.5965507           1e+50
                    4.8            0.01            0.03     449.7909835           1e+50
                    4.8            0.01            0.04     449.4595718           1e+50
                    4.8            0.01            0.05     456.3502782           1e+50
                    4.8            0.01            0.06     491.3992844           1e+50
                    4.8            0.01            0.07     595.6367448           1e+50
                    4.8            0.01            0.08      833.431565           1e+50
                    4.8            0.01            0.09     1294.440706           1e+50
                    4.8            0.01             0.1     2095.069525           1e+50
                    4.8            0.01            0.11     3379.810748           1e+50
                    4.8            0.01            0.12     5322.631017           1e+50
                    4.8            0.01            0.13     8128.489438           1e+50
                    4.8            0.01            0.14     12035.03578           1e+50
                    4.8            0.01            0.15     17314.52064           1e+50
                    4.8            0.01            0.16     24275.94389           1e+50
                    4.8            0.01            0.17      33267.4664           1e+50
                    4.8            0.01            0.18     44679.11128           1e+50
                    4.8            0.01            0.19     58945.78327           1e+50
                    4.8            0.01             0.2     76550.63823           1e+50
                    4.8            0.02               0     7413.592084           1e+50
                    4.8            0.02            0.01     1021.181318           1e+50
                    4.8            0.02            0.02     464.7339991           1e+50
                    4.8            0.02            0.03     447.5589733           1e+50
                    4.8            0.02            0.04     445.0291984           1e+50
                    4.8            0.02            0.05       442.32865           1e+50
                    4.8            0.02            0.06     439.6870739           1e+50
                    4.8            0.02            0.07     439.2462216           1e+50
                    4.8            0.02            0.08     448.7407053           1e+50
                    4.8            0.02            0.09     486.5883075           1e+50
                    4.8            0.02             0.1     586.6388916           1e+50
                    4.8            0.02            0.11      802.038277           1e+50
                    4.8            0.02            0.12     1208.312935           1e+50
                    4.8            0.02            0.13     1905.935576           1e+50
                    4.8            0.02            0.14     3022.604799           1e+50
                    4.8            0.02            0.15     4715.412235           1e+50
                    4.8            0.02            0.16     7173.020794           1e+50
                    4.8            0.02            0.17     10617.94297           1e+50
                    4.8            0.02            0.18     15308.98681           1e+50
                    4.8            0.02            0.19     21543.92429           1e+50
                    4.8            0.02             0.2     29662.42989           1e+50
                    4.8            0.03               0     35732.70786           1e+50
                    4.8            0.03            0.01     8119.669026           1e+50
                    4.8            0.03            0.02     1410.850121           1e+50
                    4.8            0.03            0.03     521.7187243           1e+50
                    4.8            0.03            0.04     444.0846981           1e+50
                    4.8            0.03            0.05     436.0644119           1e+50
                    4.8            0.03            0.06     432.1401806           1e+50
                    4.8            0.03            0.07     428.9037637           1e+50
                    4.8            0.03            0.08      426.560961           1e+50
                    4.8            0.03            0.09      426.155349           1e+50
                    4.8            0.03             0.1     431.3214703           1e+50
                    4.8            0.03            0.11     451.4337687           1e+50
                    4.8            0.03            0.12     505.4166864           1e+50
                    4.8            0.03            0.13     625.6100387           1e+50
                    4.8            0.03            0.14     861.3885224           1e+50
                    4.8            0.03            0.15      1282.46857           1e+50
                    4.8            0.03            0.16     1981.952927           1e+50
                    4.8            0.03            0.17     3079.205425           1e+50
                    4.8            0.03            0.18     4722.654508           1e+50
                    4.8            0.03            0.19     7092.616895           1e+50
                    4.8            0.03             0.2     10404.22194           1e+50
                    4.8            0.04               0     112114.1842           1e+50
                    4.8            0.04            0.01     38034.56217           1e+50
                    4.8            0.04            0.02     9572.673744           1e+50
                    4.8            0.04            0.03     2124.575715           1e+50
                    4.8            0.04            0.04     678.8450112           1e+50
                    4.8            0.04            0.05     456.9321525           1e+50
                    4.8            0.04            0.06      427.253768           1e+50
                    4.8            0.04            0.07     422.0522438           1e+50
                    4.8            0.04            0.08     420.4222583           1e+50
                    4.8            0.04            0.09     420.3818733           1e+50
                    4.8            0.04             0.1     421.8162954           1e+50
                    4.8            0.04            0.11     425.1902496           1e+50
                    4.8            0.04            0.12     432.4939862           1e+50
                    4.8            0.04            0.13     449.1997485           1e+50
                    4.8            0.04            0.14     486.9861891           1e+50
                    4.8            0.04            0.15     566.9136968           1e+50
                    4.8            0.04            0.16     722.7776494           1e+50
                    4.8            0.04            0.17     1004.476711           1e+50
                    4.8            0.04            0.18     1481.330864           1e+50
                    4.8            0.04            0.19     2245.348516           1e+50
                    4.8            0.04             0.2     3414.478624           1e+50
                    4.8            0.05               0     273558.0797           1e+50
                    4.8            0.05            0.01      117879.931           1e+50
                    4.8            0.05            0.02     41153.58431           1e+50
                    4.8            0.05            0.03     12111.57581           1e+50
                    4.8            0.05            0.04     3270.125271           1e+50
                    4.8            0.05            0.05     1016.619893           1e+50
                    4.8            0.05            0.06     525.2294958           1e+50
                    4.8            0.05            0.07     433.5070203           1e+50
                    4.8            0.05            0.08     420.0176679           1e+50
                    4.8            0.05            0.09     420.6148581           1e+50
                    4.8            0.05             0.1     424.4123175           1e+50
                    4.8            0.05            0.11     429.6991095           1e+50
                    4.8            0.05            0.12     436.1929546           1e+50
                    4.8            0.05            0.13     444.1716517           1e+50
                    4.8            0.05            0.14     455.0031287           1e+50
                    4.8            0.05            0.15     472.4198711           1e+50
                    4.8            0.05            0.16     504.4685508           1e+50
                    4.8            0.05            0.17     566.0070258           1e+50
                    4.8            0.05            0.18     681.5825895           1e+50
                    4.8            0.05            0.19     888.5105377           1e+50
                    4.8            0.05             0.2     1240.200529           1e+50
                    4.8            0.06               0     568017.4291           1e+50
                    4.8            0.06            0.01     285605.9478           1e+50
                    4.8            0.06            0.02     123480.9791           1e+50
                    4.8            0.06            0.03     46643.82413           1e+50
                    4.8            0.06            0.04     15781.26089           1e+50
                    4.8            0.06            0.05     4988.227719           1e+50
                    4.8            0.06            0.06     1638.743464           1e+50
                    4.8            0.06            0.07     710.0125979           1e+50
                    4.8            0.06            0.08     482.7446972           1e+50
                    4.8            0.06            0.09     437.4971134           1e+50
                    4.8            0.06             0.1      434.783294           1e+50
                    4.8            0.06            0.11     441.3967595           1e+50
                    4.8            0.06            0.12     450.2993515           1e+50
                    4.8            0.06            0.13     460.1237874           1e+50
                    4.8            0.06            0.14     470.6980234           1e+50
                    4.8            0.06            0.15     482.3224321           1e+50
                    4.8            0.06            0.16     496.1453913           1e+50
                    4.8            0.06            0.17     515.0856284           1e+50
                    4.8            0.06            0.18     545.2553591           1e+50
                    4.8            0.06            0.19     597.9554976           1e+50
                    4.8            0.06             0.2     692.1168883           1e+50
                    4.8            0.07               0     1054688.713           1e+50
                    4.8            0.07            0.01     590191.9872           1e+50
                    4.8            0.07            0.02     295064.4792           1e+50
                    4.8            0.07            0.03     132862.4054           1e+50
                    4.8            0.07            0.04     54540.96142           1e+50
                    4.8            0.07            0.05     20711.89926           1e+50
                    4.8            0.07            0.06     7440.719864           1e+50
                    4.8            0.07            0.07     2667.026899           1e+50
                    4.8            0.07            0.08     1089.592675           1e+50
                    4.8            0.07            0.09     615.2838419           1e+50
                    4.8            0.07             0.1     490.7051193           1e+50
                    4.8            0.07            0.11     467.6451851           1e+50
                    4.8            0.07            0.12     471.4631792           1e+50
                    4.8            0.07            0.13     481.8673496           1e+50
                    4.8            0.07            0.14      493.910766           1e+50
                    4.8            0.07            0.15     506.5681237           1e+50
                    4.8            0.07            0.16     519.7993222           1e+50
                    4.8            0.07            0.17     534.0184912           1e+50
                    4.8            0.07            0.18     550.3207353           1e+50
                    4.8            0.07            0.19      571.160999           1e+50
                    4.8            0.07             0.2     601.5573913           1e+50
                    4.8            0.08               0     1804371.623           1e+50
                    4.8            0.08            0.01      1091941.32           1e+50
                    4.8            0.08            0.02     605671.8459           1e+50
                    4.8            0.08            0.03     309317.1571           1e+50
                    4.8            0.08            0.04     146491.2772           1e+50
                    4.8            0.08            0.05     64859.19687           1e+50
