# GLoBES neutrino oscillation simulation
# --------------------------------------
#
# Run started on Thu Oct 17 21:09:58 2019
#
# Command line:   ./nu -f 4 -a PARAM_SCAN --no-ih -t M4_GAMMA=1,MA_OVER_M4=0.9, -p DM41,3.,6.,15,LOGSCALE -p Ue4,0.,0.3,30 -p Um4,0.,0.2,20 -e E776 -e ICARUS-2014 -e OPERA -e LSND_IVAN -e KARMEN_IVAN -e MB_JK -e DECAY_KINEMATICS -e FREE_STREAMING 
#
# NU_RANK and/or NU_SIZE not defined. Assuming no parallelization.
# Using NuSQuIDS probability engine. Majorana=0
# Initializing ICARUS code, Neutrino 2014 version ...
#   Signal      normalization: 15.522
#   BG \nu_e    normalization: 10.3358
#   BG \nu_\tau normalization: 2.22053
# Using 4 flavor model
# Simulating the following experiments:
#   E776
#   ICARUS-2014
#   OPERA
#   LSND_IVAN
#   KARMEN_IVAN
#   MB_JK
#   DECAY_KINEMATICS
#   FREE_STREAMING
# Including the following AEDL files:
#   E776.glb (version 3.0.0)
#   icarus-2014.glb (version 3.0.0)
#   opera.glb (version 3.0.0)
#
# AEDL variables:
#
# External analysis routines included:
#   LSND (Ivan's code)
#   KARMEN (Ivan's code)
#   MiniBooNE (Joachim's code)
#   Beta decay kinematics
#   Cosmology (free-streaming constraint)
#
# True oscillation parameters (only nonzero params shown):
#   TH12 = 0.58678
#   TH13 = 0.149051
#   TH23 = 0.823795
#   DELTA_0 = 4.71239
#   DM21 = 7.4e-05
#   DM31 = 0.002494
#   MA_OVER_M4 = 0.9
#   M4_GAMMA = 1
# External priors:
#
# Miscellaneous options:
#   Constraint \eps^s = \eps^{d\dag}: NO
#   New reactor fluxes (1101.2663):   YES
#
# Parameter scan:
#         DM41,          3,          6,    15  0x1
#          Ue4,          0,        0.3,    30  0x0
#          Um4,          0,        0.2,    20  0x0
# Marginalizing over:
#   
# Prescan for degeneracy finding:
# Degfinder flags: 0x2
#
# Initializing ICARUS code, Neutrino 2014 version ...
#   Signal      normalization: 15.522
#   BG \nu_e    normalization: 10.3358
#   BG \nu_\tau normalization: 2.22053
# Initializing Ivan's LSND code ...
# Initializing Ivan's KARMEN code ...
# Initializing external constraints code (beta decay/cosmo) ...
# Initializing Joachim's MiniBooNE code ...
# Flags in Joachim's MiniBooNE code: OSC_BG OSC_NORM OSC_NUMU 
# General parameter scan
#
#                  DM41             Ue4             Um4       chi2_NH          chi2_IH
                    3.6            0.06            0.16     225658.8072           1e+50
                    3.6            0.06            0.17     664324.9513           1e+50
                    3.6            0.06            0.18     1766492.183           1e+50
                    3.6            0.06            0.19     4235435.498           1e+50
                    3.6            0.06             0.2     9252363.638           1e+50
                    3.6            0.07               0 6.645762044e+10           1e+50
                    3.6            0.07            0.01  3.71652589e+10           1e+50
                    3.6            0.07            0.02 1.855772244e+10           1e+50
                    3.6            0.07            0.03      8336581210           1e+50
                    3.6            0.07            0.04      3404776204           1e+50
                    3.6            0.07            0.05      1276224102           1e+50
                    3.6            0.07            0.06     441651226.8           1e+50
                    3.6            0.07            0.07     141361796.2           1e+50
                    3.6            0.07            0.08     41794718.76           1e+50
                    3.6            0.07            0.09     11397485.39           1e+50
                    3.6            0.07             0.1     2880907.327           1e+50
                    3.6            0.07            0.11     692589.0357           1e+50
                    3.6            0.07            0.12     170896.5733           1e+50
                    3.6            0.07            0.13     51301.69877           1e+50
                    3.6            0.07            0.14     24370.22502           1e+50
                    3.6            0.07            0.15       22331.949           1e+50
                    3.6            0.07            0.16     37302.52538           1e+50
                    3.6            0.07            0.17       88797.466           1e+50
                    3.6            0.07            0.18      238665.462           1e+50
                    3.6            0.07            0.19     635016.9068           1e+50
                    3.6            0.07             0.2     1585199.907           1e+50
                    3.6            0.08               0 1.137163366e+11           1e+50
                    3.6            0.08            0.01 6.878842242e+10           1e+50
                    3.6            0.08            0.02 3.812731701e+10           1e+50
                    3.6            0.08            0.03 1.944877048e+10           1e+50
                    3.6            0.08            0.04      9192171005           1e+50
                    3.6            0.08            0.05      4053286495           1e+50
                    3.6            0.08            0.06      1676417315           1e+50
                    3.6            0.08            0.07     652276727.9           1e+50
                    3.6            0.08            0.08       238888308           1e+50
                    3.6            0.08            0.09     82252945.08           1e+50
                    3.6            0.08             0.1     26589254.89           1e+50
                    3.6            0.08            0.11     8083018.599           1e+50
                    3.6            0.08            0.12      2336611.59           1e+50
                    3.6            0.08            0.13     664042.7657           1e+50
                    3.6            0.08            0.14     200354.3848           1e+50
                    3.6            0.08            0.15     74027.48061           1e+50
                    3.6            0.08            0.16     40499.73794           1e+50
                    3.6            0.08            0.17      37373.8465           1e+50
                    3.6            0.08            0.18     56031.40279           1e+50
                    3.6            0.08            0.19     115264.8761           1e+50
                    3.6            0.08             0.2      272619.047           1e+50
                    3.6            0.09               0 1.827764908e+11           1e+50
                    3.6            0.09            0.01  1.17377156e+11           1e+50
                    3.6            0.09            0.02 7.031782542e+10           1e+50
                    3.6            0.09            0.03 3.940184899e+10           1e+50
                    3.6            0.09            0.04 2.074272577e+10           1e+50
                    3.6            0.09            0.05 1.031008485e+10           1e+50
                    3.6            0.09            0.06      4859567692           1e+50
                    3.6            0.09            0.07      2178712520           1e+50
                    3.6            0.09            0.08     930486662.4           1e+50
                    3.6            0.09            0.09     378547987.6           1e+50
                    3.6            0.09             0.1     146544331.9           1e+50
                    3.6            0.09            0.11     53917549.41           1e+50
                    3.6            0.09            0.12     18861050.99           1e+50
                    3.6            0.09            0.13     6305780.806           1e+50
                    3.6            0.09            0.14     2047636.115           1e+50
                    3.6            0.09            0.15     670535.9546           1e+50
                    3.6            0.09            0.16     238372.7115           1e+50
                    3.6            0.09            0.17     103613.7643           1e+50
                    3.6            0.09            0.18     63351.28324           1e+50
                    3.6            0.09            0.19      59463.9021           1e+50
                    3.6            0.09             0.2     83242.51795           1e+50
                    3.6             0.1               0 2.796505566e+11           1e+50
                    3.6             0.1            0.01  1.88235642e+11           1e+50
                    3.6             0.1            0.02  1.19735446e+11           1e+50
                    3.6             0.1            0.03 7.209297583e+10           1e+50
                    3.6             0.1            0.04 4.121046888e+10           1e+50
                    3.6             0.1            0.05 2.244452075e+10           1e+50
                    3.6             0.1            0.06 1.168644816e+10           1e+50
                    3.6             0.1            0.07      5833259350           1e+50
                    3.6             0.1            0.08      2796132877           1e+50
                    3.6             0.1            0.09      1288011036           1e+50
                    3.6             0.1             0.1     570000464.4           1e+50
                    3.6             0.1            0.11     242110326.6           1e+50
                    3.6             0.1            0.12     98599735.21           1e+50
                    3.6             0.1            0.13     38494001.33           1e+50
                    3.6             0.1            0.14      14443312.9           1e+50
                    3.6             0.1            0.15     5252492.598           1e+50
                    3.6             0.1            0.16     1888467.658           1e+50
                    3.6             0.1            0.17     698399.7558           1e+50
                    3.6             0.1            0.18     284577.3119           1e+50
                    3.6             0.1            0.19     141059.6413           1e+50
                    3.6             0.1             0.2     94478.69446           1e+50
                    3.6            0.11               0  4.11178925e+11           1e+50
                    3.6            0.11            0.01 2.874670794e+11           1e+50
                    3.6            0.11            0.02 1.917601422e+11           1e+50
                    3.6            0.11            0.03 1.221783448e+11           1e+50
                    3.6            0.11            0.04  7.45045118e+10           1e+50
                    3.6            0.11            0.05 4.359535193e+10           1e+50
                    3.6            0.11            0.06 2.454196285e+10           1e+50
                    3.6            0.11            0.07 1.332260797e+10           1e+50
                    3.6            0.11            0.08      6985906037           1e+50
                    3.6            0.11            0.09      3541916692           1e+50
                    3.6            0.11             0.1      1736775432           1e+50
                    3.6            0.11            0.11     823311932.7           1e+50
                    3.6            0.11            0.12     376992771.4           1e+50
                    3.6            0.11            0.13     166588980.7           1e+50
                    3.6            0.11            0.14     71012627.18           1e+50
                    3.6            0.11            0.15     29236976.15           1e+50
                    3.6            0.11            0.16      11680661.5           1e+50
                    3.6            0.11            0.17     4579371.693           1e+50
                    3.6            0.11            0.18     1801900.917           1e+50
                    3.6            0.11            0.19     740802.5098           1e+50
                    3.6            0.11             0.2     338953.7949           1e+50
                    3.6            0.12               0 5.850724809e+11           1e+50
                    3.6            0.12            0.01 4.220122003e+11           1e+50
                    3.6            0.12            0.02 2.925794569e+11           1e+50
                    3.6            0.12            0.03 1.950994823e+11           1e+50
                    3.6            0.12            0.04 1.253081651e+11           1e+50
                    3.6            0.12            0.05 7.766568082e+10           1e+50
                    3.6            0.12            0.06 4.654600962e+10           1e+50
                    3.6            0.12            0.07 2.702445435e+10           1e+50
                    3.6            0.12            0.08 1.522368488e+10           1e+50
                    3.6            0.12            0.09      8329724580           1e+50
                    3.6            0.12             0.1      4429113831           1e+50
                    3.6            0.12            0.11      2288640425           1e+50
                    3.6            0.12            0.12      1148722965           1e+50
                    3.6            0.12            0.13     559626833.7           1e+50
                    3.6            0.12            0.14     264404126.4           1e+50
                    3.6            0.12            0.15     121091758.3           1e+50
                    3.6            0.12            0.16     53786200.97           1e+50
                    3.6            0.12            0.17     23232810.51           1e+50
                    3.6            0.12            0.18     9824283.319           1e+50
                    3.6            0.12            0.19     4122264.697           1e+50
                    3.6            0.12             0.2     1758767.526           1e+50
                    3.6            0.13               0 8.099609737e+11           1e+50
                    3.6            0.13            0.01 5.996933298e+11           1e+50
                    3.6            0.13            0.02 4.292279813e+11           1e+50
                    3.6            0.13            0.03 2.971162998e+11           1e+50
                    3.6            0.13            0.04 1.991042327e+11           1e+50
                    3.6            0.13            0.05  1.29345522e+11           1e+50
                    3.6            0.13            0.06 8.158552649e+10           1e+50
                    3.6            0.13            0.07 5.004094627e+10           1e+50
                    3.6            0.13            0.08 2.988571654e+10           1e+50
                    3.6            0.13            0.09 1.739673761e+10           1e+50
                    3.6            0.13             0.1      9876751250           1e+50
                    3.6            0.13            0.11      5470220177           1e+50
                    3.6            0.13            0.12      2955123546           1e+50
                    3.6            0.13            0.13      1556398188           1e+50
                    3.6            0.13            0.14     798615822.7           1e+50
                    3.6            0.13            0.15     398936343.6           1e+50
                    3.6            0.13            0.16       193906891           1e+50
                    3.6            0.13            0.17     91722596.12           1e+50
                    3.6            0.13            0.18     42289417.79           1e+50
                    3.6            0.13            0.19     19083200.27           1e+50
                    3.6            0.13             0.2     8500019.463           1e+50
                    3.6            0.14               0 1.095447615e+12           1e+50
                    3.6            0.14            0.01  8.29264384e+11           1e+50
                    3.6            0.14            0.02 6.096326638e+11           1e+50
                    3.6            0.14            0.03 4.353465896e+11           1e+50
                    3.6            0.14            0.04 3.022071382e+11           1e+50
                    3.6            0.14            0.05 2.041381995e+11           1e+50
                    3.6            0.14            0.06 1.343424857e+11           1e+50
                    3.6            0.14            0.07 8.623850028e+10           1e+50
                    3.6            0.14            0.08 5.405955087e+10           1e+50
                    3.6            0.14            0.09 3.312269134e+10           1e+50
                    3.6            0.14             0.1 1.984929106e+10           1e+50
                    3.6            0.14            0.11 1.163819284e+10           1e+50
                    3.6            0.14            0.12      6676822362           1e+50
                    3.6            0.14            0.13      3747105362           1e+50
                    3.6            0.14            0.14      2056160034           1e+50
                    3.6            0.14            0.15      1102490261           1e+50
                    3.6            0.14            0.16     577237112.5           1e+50
                    3.6            0.14            0.17     294963592.3           1e+50
                    3.6            0.14            0.18     147093502.4           1e+50
                    3.6            0.14            0.19     71650968.11           1e+50
                    3.6            0.14             0.2     34181972.22           1e+50
                    3.6            0.15               0 1.452170402e+12           1e+50
                    3.6            0.15            0.01 1.120467258e+12           1e+50
                    3.6            0.15            0.02 8.426642857e+11           1e+50
                    3.6            0.15            0.03 6.178119312e+11           1e+50
                    3.6            0.15            0.04 4.418019495e+11           1e+50
                    3.6            0.15            0.05 3.083925909e+11           1e+50
                    3.6            0.15            0.06 2.103232958e+11           1e+50
                    3.6            0.15            0.07 1.402818095e+11           1e+50
                    3.6            0.15            0.08   9.1590254e+10           1e+50
                    3.6            0.15            0.09 5.858421836e+10           1e+50
                    3.6            0.15             0.1 3.673383037e+10           1e+50
                    3.6            0.15            0.11 2.258821262e+10           1e+50
                    3.6            0.15            0.12 1.362388391e+10           1e+50
                    3.6            0.15            0.13      8059241949           1e+50
                    3.6            0.15            0.14      4674521998           1e+50
                    3.6            0.15            0.15      2657209151           1e+50
                    3.6            0.15            0.16      1479453819           1e+50
                    3.6            0.15            0.17     806291301.6           1e+50
                    3.6            0.15            0.18     429906200.8           1e+50
                    3.6            0.15            0.19     224216847.6           1e+50
                    3.6            0.15             0.2     114443884.6           1e+50
                    3.6            0.16               0 1.891870724e+12           1e+50
                    3.6            0.16            0.01 1.484095122e+12           1e+50
                    3.6            0.16            0.02 1.138195539e+12           1e+50
                    3.6            0.16            0.03 8.534901924e+11           1e+50
                    3.6            0.16            0.04 6.259903325e+11           1e+50
                    3.6            0.16            0.05 4.493420464e+11           1e+50
                    3.6            0.16            0.06 3.158925642e+11           1e+50
                    3.6            0.16            0.07 2.176673731e+11           1e+50
                    3.6            0.16            0.08 1.471201441e+11           1e+50
                    3.6            0.16            0.09 9.760602528e+10           1e+50
                    3.6            0.16             0.1 6.359950939e+10           1e+50
                    3.6            0.16            0.11 4.071753318e+10           1e+50
                    3.6            0.16            0.12 2.561882761e+10           1e+50
                    3.6            0.16            0.13 1.584179973e+10           1e+50
                    3.6            0.16            0.14      9626175696           1e+50
                    3.6            0.16            0.15      5746047025           1e+50
                    3.6            0.16            0.16      3367834445           1e+50
                    3.6            0.16            0.17      1937119056           1e+50
                    3.6            0.16            0.18      1092778918           1e+50
                    3.6            0.16            0.19     604311145.7           1e+50
                    3.6            0.16             0.2     327514297.6           1e+50
                    3.6            0.17               0 2.427469902e+12           1e+50
                    3.6            0.17            0.01 1.932063224e+12           1e+50
                    3.6            0.17            0.02 1.507166226e+12           1e+50
                    3.6            0.17            0.03 1.152374976e+12           1e+50
                    3.6            0.17            0.04 8.638435768e+11           1e+50
                    3.6            0.17            0.05 6.351503759e+11           1e+50
                    3.6            0.17            0.06 4.583127801e+11           1e+50
                    3.6            0.17            0.07 3.247599106e+11           1e+50
                    3.6            0.17            0.08 2.261268354e+11           1e+50
                    3.6            0.17            0.09 1.548056496e+11           1e+50
                    3.6            0.17             0.1 1.042523732e+11           1e+50
                    3.6            0.17            0.11 6.909059812e+10           1e+50
                    3.6            0.17            0.12 4.507085037e+10           1e+50
                    3.6            0.17            0.13 2.894418737e+10           1e+50
                    3.6            0.17            0.14 1.829759992e+10           1e+50
                    3.6            0.17            0.15 1.138433229e+10           1e+50
                    3.6            0.17            0.16      6968766189           1e+50
                    3.6            0.17            0.17      4195116190           1e+50
                    3.6            0.17            0.18      2482236304           1e+50
                    3.6            0.17            0.19      1442829163           1e+50
                    3.6            0.17             0.2     823469619.3           1e+50
                    3.6            0.18               0  3.07315438e+12           1e+50
                    3.6            0.18            0.01 2.477487855e+12           1e+50
                    3.6            0.18            0.02  1.96165619e+12           1e+50
                    3.6            0.18            0.03 1.525542489e+12           1e+50
                    3.6            0.18            0.04 1.165462989e+12           1e+50
                    3.6            0.18            0.05 8.749652042e+11           1e+50
                    3.6            0.18            0.06 6.457907921e+11           1e+50
                    3.6            0.18            0.07 4.688337253e+11           1e+50
                    3.6            0.18            0.08  3.34962974e+11           1e+50
                    3.6            0.18            0.09 2.356359003e+11           1e+50
                    3.6            0.18             0.1 1.632843026e+11           1e+50
                    3.6            0.18            0.11 1.114965216e+11           1e+50
                    3.6            0.18            0.12 7.504170979e+10           1e+50
                    3.6            0.18            0.13 4.978841511e+10           1e+50
                    3.6            0.18            0.14  3.25644351e+10           1e+50
                    3.6            0.18            0.15  2.09941912e+10           1e+50
                    3.6            0.18            0.16   1.3338068e+10           1e+50
                    3.6            0.18            0.17      8347849031           1e+50
                    3.6            0.18            0.18      5144626140           1e+50
                    3.6            0.18            0.19      3120419463           1e+50
                    3.6            0.18             0.2      1861770651           1e+50
                    3.6            0.19               0 3.844470386e+12           1e+50
                    3.6            0.19            0.01 3.134774253e+12           1e+50
                    3.6            0.19            0.02 2.514966666e+12           1e+50
                    3.6            0.19            0.03 1.985226425e+12           1e+50
                    3.6            0.19            0.04 1.542048085e+12           1e+50
                    3.6            0.19            0.05 1.178979041e+12           1e+50
                    3.6            0.19            0.06 8.875316647e+11           1e+50
                    3.6            0.19            0.07 6.581203153e+11           1e+50
                    3.6            0.19            0.08 4.808999786e+11           1e+50
                    3.6            0.19            0.09 3.464281575e+11           1e+50
                    3.6            0.19             0.1 2.461194453e+11           1e+50
                    3.6            0.19            0.11  1.72501353e+11           1e+50
                    3.6            0.19            0.12 1.193049631e+11           1e+50
                    3.6            0.19            0.13 8.143473399e+10           1e+50
                    3.6            0.19            0.14 5.486154722e+10           1e+50
                    3.6            0.19            0.15 3.647623743e+10           1e+50
                    3.6            0.19            0.16 2.393130532e+10           1e+50
                    3.6            0.19            0.17 1.548902529e+10           1e+50
                    3.6            0.19            0.18      9886222071           1e+50
                    3.6            0.19            0.19      6220129091           1e+50
                    3.6            0.19             0.2      3855872959           1e+50
                    3.6             0.2               0 4.758428995e+12           1e+50
                    3.6             0.2            0.01 3.919714294e+12           1e+50
                    3.6             0.2            0.02 3.181710848e+12           1e+50
                    3.6             0.2            0.03 2.544901569e+12           1e+50
                    3.6             0.2            0.04 2.005973145e+12           1e+50
                    3.6             0.2            0.05 1.558498511e+12           1e+50
                    3.6             0.2            0.06 1.193800417e+12           1e+50
                    3.6             0.2            0.07 9.018631268e+11           1e+50
                    3.6             0.2            0.08 6.721773804e+11           1e+50
                    3.6             0.2            0.09 4.944388942e+11           1e+50
                    3.6             0.2             0.1 3.590610102e+11           1e+50
                    3.6             0.2            0.11 2.574979597e+11           1e+50
                    3.6             0.2            0.12 1.824007983e+11           1e+50
                    3.6             0.2            0.13 1.276419469e+11           1e+50
                    3.6             0.2            0.14 8.824803507e+10           1e+50
                    3.6             0.2            0.15 6.027748464e+10           1e+50
                    3.6             0.2            0.16 4.067226462e+10           1e+50
                    3.6             0.2            0.17 2.710509281e+10           1e+50
                    3.6             0.2            0.18 1.783577921e+10           1e+50
                    3.6             0.2            0.19 1.158424887e+10           1e+50
                    3.6             0.2             0.2      7423290957           1e+50
                    3.6            0.21               0 5.833622638e+12           1e+50
                    3.6            0.21            0.01 4.849594941e+12           1e+50
                    3.6            0.21            0.02  3.97791457e+12           1e+50
                    3.6            0.21            0.03  3.21937691e+12           1e+50
                    3.6            0.21            0.04  2.57087283e+12           1e+50
                    3.6            0.21            0.05 2.026022304e+12           1e+50
                    3.6            0.21            0.06 1.575992176e+12           1e+50
                    3.6            0.21            0.07 1.210380164e+12           1e+50
                    3.6            0.21            0.08  9.18058921e+11           1e+50
                    3.6            0.21            0.09  6.87901174e+11           1e+50
                    3.6            0.21             0.1  5.09340706e+11           1e+50
                    3.6            0.21            0.11 3.727560468e+11           1e+50
                    3.6            0.21            0.12 2.696887887e+11           1e+50
                    3.6            0.21            0.13 1.929241336e+11           1e+50
                    3.6            0.21            0.14 1.364680676e+11           1e+50
                    3.6            0.21            0.15 9.545543708e+10           1e+50
                    3.6            0.21            0.16 6.601871241e+10           1e+50
                    3.6            0.21            0.17 4.514071201e+10           1e+50
                    3.6            0.21            0.18 3.050773601e+10           1e+50
                    3.6            0.21            0.19 2.037349786e+10           1e+50
                    3.6            0.21             0.2 1.343942297e+10           1e+50
                    3.6            0.22               0 7.090354235e+12           1e+50
                    3.6            0.22            0.01 5.943318559e+12           1e+50
                    3.6            0.22            0.02 4.921128105e+12           1e+50
                    3.6            0.22            0.03 4.024899215e+12           1e+50
                    3.6            0.22            0.04 3.251737652e+12           1e+50
                    3.6            0.22            0.05 2.595328546e+12           1e+50
                    3.6            0.22            0.06 2.046711355e+12           1e+50
                    3.6            0.22            0.07 1.595135126e+12           1e+50
                    3.6            0.22            0.08  1.22889633e+12           1e+50
                    3.6            0.22            0.09 9.360824708e+11           1e+50
                    3.6            0.22             0.1 7.051726292e+11           1e+50
                    3.6            0.22            0.11 5.254744437e+11           1e+50
                    3.6            0.22            0.12 3.874007586e+11           1e+50
                    3.6            0.22            0.13 2.826057078e+11           1e+50
                    3.6            0.22            0.14 2.040089229e+11           1e+50
                    3.6            0.22            0.15 1.457390161e+11           1e+50
                    3.6            0.22            0.16 1.030253554e+11           1e+50
                    3.6            0.22            0.17 7.206237185e+10           1e+50
                    3.6            0.22            0.18 4.986486149e+10           1e+50
                    3.6            0.22            0.19 3.412708725e+10           1e+50
                    3.6            0.22             0.2 2.309362381e+10           1e+50
                    3.6            0.23               0 8.550780289e+12           1e+50
                    3.6            0.23            0.01  7.22153632e+12           1e+50
                    3.6            0.23            0.02 6.030550245e+12           1e+50
                    3.6            0.23            0.03 4.979268099e+12           1e+50
                    3.6            0.23            0.04 4.065020275e+12           1e+50
                    3.6            0.23            0.05 3.281572398e+12           1e+50
                    3.6            0.23            0.06 2.619860573e+12           1e+50
                    3.6            0.23            0.07 2.068817765e+12           1e+50
                    3.6            0.23            0.08 1.616201609e+12           1e+50
                    3.6            0.23            0.09 1.249349905e+12           1e+50
                    3.6            0.23             0.1 9.558130555e+11           1e+50
                    3.6            0.23            0.11 7.238374366e+11           1e+50
                    3.6            0.23            0.12 5.426957075e+11           1e+50
                    3.6            0.23            0.13 4.028766976e+11           1e+50
                    3.6            0.23            0.14 2.961578155e+11           1e+50
                    3.6            0.23            0.15 2.155874167e+11           1e+50
                    3.6            0.23            0.16 1.554045014e+11           1e+50
                    3.6            0.23            0.17 1.109200538e+11           1e+50
                    3.6            0.23            0.18 7.837974176e+10           1e+50
                    3.6            0.23            0.19  5.48226864e+10           1e+50
                    3.6            0.23             0.2 3.794633939e+10           1e+50
                    3.6            0.24               0 1.023906944e+13           1e+50
                    3.6            0.24            0.01 8.706796106e+12           1e+50
                    3.6            0.24            0.02 7.327165947e+12           1e+50
                    3.6            0.24            0.03 6.101963791e+12           1e+50
                    3.6            0.24            0.04 5.028753698e+12           1e+50
                    3.6            0.24            0.05 4.101394858e+12           1e+50
                    3.6            0.24            0.06 3.310740174e+12           1e+50
                    3.6            0.24            0.07  2.64543426e+12           1e+50
                    3.6            0.24            0.08 2.092728631e+12           1e+50
                    3.6            0.24            0.09 1.639243866e+12           1e+50
                    3.6            0.24             0.1 1.271627353e+12           1e+50
                    3.6            0.24            0.11 9.770766407e+11           1e+50
                    3.6            0.24            0.12 7.437184957e+11           1e+50
                    3.6            0.24            0.13  5.60850006e+11           1e+50
                    3.6            0.24            0.14 4.190591435e+11           1e+50
                    3.6            0.24            0.15 3.102482165e+11           1e+50
                    3.6            0.24            0.16  2.27585307e+11           1e+50
                    3.6            0.24            0.17 1.654073335e+11           1e+50
                    3.6            0.24            0.18 1.190950136e+11           1e+50
                    3.6            0.24            0.19 8.493579081e+10           1e+50
                    3.6            0.24             0.2 5.998650632e+10           1e+50
                    3.6            0.25               0 1.218157823e+13           1e+50
                    3.6            0.25            0.01  1.04237065e+13           1e+50
                    3.6            0.25            0.02  8.83389902e+12           1e+50
                    3.6            0.25            0.03 7.414288949e+12           1e+50
                    3.6            0.25            0.04 6.162682579e+12           1e+50
                    3.6            0.25            0.05 5.073043869e+12           1e+50
                    3.6            0.25            0.06 4.136159313e+12           1e+50
                    3.6            0.25            0.07 3.340408484e+12           1e+50
                    3.6            0.25            0.08 2.672564933e+12           1e+50
                    3.6            0.25            0.09  2.11856096e+12           1e+50
                    3.6            0.25             0.1 1.664165113e+12           1e+50
                    3.6            0.25            0.11 1.295539712e+12           1e+50
                    3.6            0.25            0.12 9.996637819e+11           1e+50
                    3.6            0.25            0.13 7.646222548e+11           1e+50
                    3.6            0.25            0.14 5.797737337e+11           1e+50
                    3.6            0.25            0.15 4.358161479e+11           1e+50
                    3.6            0.25            0.16 3.247727237e+11           1e+50
                    3.6            0.25            0.17 2.399206494e+11           1e+50
                    3.6            0.25            0.18 1.756826584e+11           1e+50
                    3.6            0.25            0.19  1.27498411e+11           1e+50
                    3.6            0.25             0.2 9.168880545e+10           1e+50
                    3.6            0.26               0 1.440704587e+13           1e+50
                    3.6            0.26            0.01 1.239911865e+13           1e+50
                    3.6            0.26            0.02 1.057578151e+13           1e+50
                    3.6            0.26            0.03 8.939526067e+12           1e+50
                    3.6            0.26            0.04 7.488409095e+12           1e+50
                    3.6            0.26            0.05 6.216509011e+12           1e+50
                    3.6            0.26            0.06  5.11455977e+12           1e+50
                    3.6            0.26            0.07 4.170695201e+12           1e+50
                    3.6            0.26            0.08 3.371234649e+12           1e+50
                    3.6            0.26            0.09 2.701447237e+12           1e+50
                    3.6            0.26             0.1 2.146244532e+12           1e+50
                    3.6            0.26            0.11 1.690767079e+12           1e+50
                    3.6            0.26            0.12 1.320846547e+12           1e+50
                    3.6            0.26            0.13 1.023339663e+12           1e+50
                    3.6            0.26            0.14 7.863415727e+11           1e+50
                    3.6            0.26            0.15 5.992939473e+11           1e+50
                    3.6            0.26            0.16 4.530073699e+11           1e+50
                    3.6            0.26            0.17 3.396186835e+11           1e+50
                    3.6            0.26            0.18 2.525029658e+11           1e+50
                    3.6            0.26            0.19 1.861573418e+11           1e+50
                    3.6            0.26             0.2 1.360707032e+11           1e+50
                    3.6            0.27               0 1.694681042e+13           1e+50
                    3.6            0.27            0.01 1.466232802e+13           1e+50
                    3.6            0.27            0.02 1.258014169e+13           1e+50
                    3.6            0.27            0.03  1.07031122e+13           1e+50
                    3.6            0.27            0.04 9.029554947e+12           1e+50
                    3.6            0.27            0.05 7.553671228e+12           1e+50
                    3.6            0.27            0.06 6.266153795e+12           1e+50
                    3.6            0.27            0.07 5.154906382e+12           1e+50
                    3.6            0.27            0.08 4.205813667e+12           1e+50
                    3.6            0.27            0.09 3.403502735e+12           1e+50
                    3.6            0.27             0.1 2.732047105e+12           1e+50
                    3.6            0.27            0.11 2.175577819e+12           1e+50
                    3.6            0.27            0.12 1.718780439e+12           1e+50
                    3.6            0.27            0.13   1.3472703e+12           1e+50
                    3.6            0.27            0.14  1.04784942e+12           1e+50
                    3.6            0.27            0.15 8.086566549e+11           1e+50
                    3.6            0.27            0.16 6.192275926e+11           1e+50
                    3.6            0.27            0.17  4.70482925e+11           1e+50
                    3.6            0.27            0.18 3.546639797e+11           1e+50
                    3.6            0.27            0.19 2.652325295e+11           1e+50
                    3.6            0.27             0.2 1.967495013e+11           1e+50
                    3.6            0.28               0 1.983504864e+13           1e+50
                    3.6            0.28            0.01 1.724529838e+13           1e+50
                    3.6            0.28            0.02 1.487681272e+13           1e+50
                    3.6            0.28            0.03 1.273283297e+13           1e+50
                    3.6            0.28            0.04 1.081194131e+13           1e+50
                    3.6            0.28            0.05 9.108469257e+12           1e+50
                    3.6            0.28            0.06 7.613077489e+12           1e+50
                    3.6            0.28            0.07  6.31345197e+12           1e+50
                    3.6            0.28            0.08 5.195058259e+12           1e+50
                    3.6            0.28            0.09 4.241898491e+12           1e+50
                    3.6            0.28             0.1 3.437223746e+12           1e+50
                    3.6            0.28            0.11 2.764165817e+12           1e+50
                    3.6            0.28            0.12 2.206265139e+12           1e+50
                    3.6            0.28            0.13 1.747883973e+12           1e+50
                    3.6            0.28            0.14  1.37450462e+12           1e+50
                    3.6            0.28            0.15 1.072920691e+12           1e+50
                    3.6            0.28            0.16 8.313349843e+11           1e+50
                    3.6            0.28            0.17 6.393805523e+11           1e+50
                    3.6            0.28            0.18 4.880823668e+11           1e+50
                    3.6            0.28            0.19 3.697762419e+11           1e+50
                    3.6            0.28             0.2 2.779998418e+11           1e+50
                    3.6            0.29               0 2.310904244e+13           1e+50
                    3.6            0.29            0.01  2.01829106e+13           1e+50
                    3.6            0.29            0.02 1.749836449e+13           1e+50
                    3.6            0.29            0.03 1.505903818e+13           1e+50
                    3.6            0.29            0.04 1.286378878e+13           1e+50
                    3.6            0.29            0.05 1.090708464e+13           1e+50
                    3.6            0.29            0.06  9.17956144e+12           1e+50
                    3.6            0.29            0.07 7.668696689e+12           1e+50
